account_id,account_name,industry,country,signup_date,referral_source,plan_tier,seats,is_trial,churn_flag,sub_plan_tier,mrr_amount,arr_amount,billing_frequency,sub_is_trial,upgrade_flag,downgrade_flag,sub_churn_flag,auto_renew_flag,ticket_count,avg_resolution_hrs,avg_first_response_mins,avg_satisfaction,escalation_count,urgent_ticket_count,total_usage_events,total_usage_count,avg_duration_secs,total_errors,beta_feature_uses,unique_features,churn_reason,refund_usd,is_reactivation,tenure_days,churn_label
A-3c1a3f,Company_224,DevTools,UK,2023-08-26,event,Pro,1,False,False,Basic,133,1596,annual,False,False,False,False,False,4.0,33.25,56.5,3.5,0.0,0.0,51,497,3379.235294117647,22,5,31,,,,980,retained
A-b48f73,Company_225,EdTech,AU,2024-11-13,event,Pro,80,True,False,Pro,3920,47040,annual,False,False,False,False,False,3.0,28.666666666666668,35.333333333333336,4.0,0.0,0.0,44,412,2691.2727272727275,23,3,24,,,,535,retained
A-76fa4d,Company_226,HealthTech,US,2024-11-24,event,Pro,69,False,False,Pro,3381,40572,monthly,False,False,False,False,True,5.0,33.4,111.8,4.5,0.0,1.0,36,357,3506.972222222222,21,4,21,unknown,33.04,False,524,retained
A-b2af2e,Company_227,Cybersecurity,UK,2024-08-24,event,Enterprise,5,False,False,Basic,1026,12312,annual,False,False,True,False,False,2.0,39.5,95.0,4.0,0.0,0.0,18,174,3345.222222222222,11,4,14,pricing,0.0,False,616,retained
A-9bfc9f,Company_228,DevTools,CA,2023-09-14,ads,Pro,53,False,False,Pro,2940,35280,monthly,False,False,False,False,True,6.0,35.333333333333336,84.33333333333333,3.3333333333333335,1.0,1.0,37,376,2969.2432432432433,18,4,23,,,,961,retained
A-4ae22a,Company_229,EdTech,US,2024-05-09,other,Pro,6,False,True,Basic,532,6384,annual,False,False,False,False,True,3.0,14.333333333333334,72.66666666666667,3.0,0.0,1.0,35,369,4068.2,31,6,24,pricing,0.0,False,723,churned
A-fda07f,Company_230,Cybersecurity,FR,2024-08-11,partner,Basic,7,False,False,Basic,266,3192,monthly,False,False,False,False,True,5.0,17.8,57.0,4.0,0.0,1.0,65,681,3559.630769230769,39,4,31,support,17.34,False,629,retained
A-de24d5,Company_231,DevTools,US,2024-11-05,other,Enterprise,5,True,False,Pro,245,2940,monthly,False,False,False,False,False,7.0,43.142857142857146,103.42857142857143,3.0,0.0,1.0,53,537,2646.5283018867926,28,6,29,,,,543,retained
A-977ca0,Company_232,HealthTech,IN,2023-02-20,partner,Basic,6,False,True,Pro,686,8232,annual,False,False,False,True,True,3.0,64.0,123.0,4.0,0.0,1.0,85,893,2857.176470588235,46,13,38,,,,1167,churned
A-ab438f,Company_233,Cybersecurity,US,2024-09-13,ads,Enterprise,13,False,True,Pro,0,0,monthly,True,False,False,False,True,2.0,33.5,112.5,3.5,0.0,2.0,36,369,3095.8888888888887,12,3,25,budget,0.0,False,596,churned
A-e89151,Company_234,FinTech,UK,2023-09-14,organic,Pro,8,True,True,Enterprise,8756,105072,annual,False,False,False,False,True,2.0,41.5,48.5,5.0,0.0,0.0,58,601,3254.9310344827586,29,13,30,,,,961,churned
A-40906c,Company_235,EdTech,US,2024-03-27,ads,Basic,92,False,False,Pro,4508,54096,annual,False,False,False,False,True,5.0,29.2,95.0,3.75,0.0,1.0,63,685,3337.190476190476,32,7,32,,,,766,retained
A-81edc3,Company_236,Cybersecurity,IN,2023-10-30,ads,Basic,5,False,False,Enterprise,995,11940,annual,False,False,False,False,True,3.0,52.666666666666664,70.0,4.0,0.0,0.0,74,765,3311.891891891892,41,11,33,pricing,10.91,False,915,retained
A-328bd0,Company_237,HealthTech,AU,2023-05-16,partner,Enterprise,18,False,False,Pro,882,10584,annual,False,False,True,False,True,5.0,46.0,68.2,3.6666666666666665,0.0,0.0,61,568,2659.1803278688526,49,5,30,,,,1082,retained
A-b3fe05,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,False,Basic,0,0,annual,True,False,False,False,False,4.0,48.25,94.25,3.0,0.0,2.0,43,438,3301.4418604651164,18,8,29,,,,704,retained
A-09540c,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67,True,False,Pro,3283,39396,monthly,False,False,False,False,True,2.0,28.0,89.0,4.5,0.0,0.0,28,297,3382.0,16,3,20,unknown,71.44,False,915,retained
A-e693b6,Company_240,FinTech,AU,2023-05-25,event,Enterprise,55,False,True,Enterprise,10945,131340,annual,False,False,False,False,True,1.0,1.0,144.0,3.0,0.0,1.0,61,681,3379.7868852459014,25,4,31,budget,0.0,False,1073,churned
A-2446e3,Company_241,EdTech,IN,2024-01-10,organic,Pro,27,False,False,Enterprise,5373,64476,monthly,False,False,False,False,True,3.0,28.666666666666668,104.66666666666667,4.0,0.0,1.0,48,496,3146.6041666666665,32,5,28,unknown,81.93,True,843,retained
A-241e75,Company_242,EdTech,US,2024-07-03,partner,Enterprise,3,False,False,Basic,95,1140,monthly,False,False,False,False,True,4.0,31.5,101.0,4.5,0.0,0.0,28,266,3580.6071428571427,20,2,17,unknown,0.0,False,668,retained
A-922109,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,False,Basic,0,0,monthly,True,False,False,False,True,3.0,25.333333333333332,127.0,3.0,0.0,0.0,79,819,3474.227848101266,34,4,35,support,0.0,False,827,retained
A-ff3c73,Company_244,HealthTech,AU,2023-01-26,other,Pro,21,False,False,Basic,399,4788,annual,False,False,False,False,True,2.0,35.5,97.5,3.5,0.0,1.0,40,408,3599.725,23,5,29,competitor,2.42,False,1192,retained
A-8b0451,Company_245,FinTech,UK,2024-09-16,event,Enterprise,41,False,False,Enterprise,8159,97908,annual,False,False,False,False,True,7.0,26.571428571428573,83.71428571428571,3.5,0.0,4.0,60,606,2965.5,45,6,32,budget,0.0,False,593,retained
A-331424,Company_246,DevTools,US,2023-11-06,organic,Basic,11,False,False,Pro,0,0,monthly,True,False,False,False,False,2.0,24.5,98.5,,0.0,0.0,20,214,3808.5,9,3,17,competitor,0.0,False,908,retained
A-51ec1b,Company_247,DevTools,US,2023-11-08,ads,Enterprise,7,False,False,Enterprise,3383,40596,annual,False,True,False,False,True,3.0,52.333333333333336,150.0,5.0,1.0,0.0,28,283,3970.0714285714284,12,3,19,unknown,0.0,True,906,retained
A-bcf664,Company_248,DevTools,US,2023-05-19,other,Pro,5,False,False,Pro,2303,27636,annual,False,False,False,False,True,5.0,36.0,110.6,4.0,1.0,2.0,56,575,3248.5714285714284,28,5,31,competitor,75.32,True,1079,retained
A-90a8c8,Company_249,FinTech,AU,2024-08-24,organic,Pro,15,False,False,Enterprise,2985,35820,monthly,False,False,False,False,False,4.0,45.0,29.5,3.25,0.0,2.0,41,404,3109.4146341463415,20,4,23,support,0.0,False,616,retained
A-86cdb4,Company_250,DevTools,DE,2024-09-22,partner,Basic,2,False,False,Basic,323,3876,monthly,False,False,False,False,True,5.0,26.4,105.8,4.333333333333333,0.0,2.0,49,492,3412.7755102040815,24,6,27,,,,587,retained
A-4bfa33,Company_251,Cybersecurity,US,2024-12-07,event,Basic,8,True,False,Enterprise,0,0,annual,True,False,False,False,True,4.0,16.5,84.75,3.6666666666666665,0.0,1.0,36,329,2173.4444444444443,17,6,23,unknown,99.76,False,511,retained
A-dbc825,Company_252,EdTech,FR,2024-01-07,partner,Enterprise,19,False,False,Basic,361,4332,annual,False,False,False,False,True,6.0,49.5,108.16666666666667,4.0,1.0,1.0,72,730,2955.5694444444443,58,8,34,features,0.0,False,846,retained
A-c70870,Company_253,Cybersecurity,US,2024-10-22,partner,Basic,31,False,False,Enterprise,33830,405960,monthly,False,False,True,False,True,5.0,35.6,105.8,4.0,0.0,0.0,34,334,3127.5882352941176,18,4,23,competitor,0.0,False,557,retained
A-7c4956,Company_254,DevTools,US,2023-05-06,ads,Enterprise,5,False,True,Basic,513,6156,annual,False,False,False,False,True,3.0,13.666666666666666,66.66666666666667,4.0,0.0,0.0,45,475,2882.3777777777777,40,6,27,,,,1092,churned
A-0651a4,Company_255,HealthTech,FR,2024-10-16,organic,Pro,16,False,False,Enterprise,12935,155220,annual,False,False,False,False,True,4.0,29.25,48.5,4.0,0.0,1.0,69,705,2919.217391304348,37,8,34,support,0.0,False,563,retained
A-3ce5b8,Company_256,FinTech,IN,2023-09-07,ads,Basic,8,False,True,Enterprise,0,0,annual,True,False,False,False,True,10.0,42.5,101.8,3.7142857142857144,0.0,3.0,50,509,2956.04,29,5,29,features,261.49,False,968,churned
A-bd4708,Company_257,FinTech,US,2024-07-21,ads,Pro,37,True,False,Enterprise,7363,88356,monthly,False,False,False,False,True,4.0,24.0,90.75,3.5,0.0,1.0,64,653,3154.640625,30,7,33,,,,650,retained
A-993085,Company_258,HealthTech,US,2023-06-01,ads,Basic,31,True,False,Enterprise,8358,100296,monthly,False,True,False,True,False,4.0,46.5,82.0,3.5,0.0,0.0,70,665,3085.9285714285716,50,7,33,features,0.0,False,1066,retained
A-92a3af,Company_259,Cybersecurity,IN,2024-07-07,organic,Enterprise,25,False,False,Pro,1225,14700,monthly,False,False,False,False,True,4.0,57.5,39.0,4.0,1.0,0.0,67,714,3256.5522388059703,55,8,35,,,,664,retained
A-151c9a,Company_260,FinTech,US,2023-01-27,ads,Enterprise,23,False,False,Pro,2548,30576,monthly,False,False,False,False,False,2.0,31.0,156.5,3.5,0.0,0.0,34,366,3556.0882352941176,14,1,28,support,35.6,False,1191,retained
A-474ad4,Company_261,EdTech,US,2023-11-28,organic,Basic,8,False,False,Enterprise,4776,57312,annual,False,False,False,False,False,3.0,33.0,50.666666666666664,5.0,1.0,1.0,64,605,2864.921875,45,6,34,,,,886,retained
A-4ef964,Company_262,HealthTech,US,2024-03-07,organic,Pro,17,False,False,Pro,1372,16464,monthly,False,False,False,False,True,3.0,42.666666666666664,86.33333333333333,4.0,0.0,0.0,49,487,3074.7551020408164,33,6,31,budget,0.0,False,786,retained
A-fd9422,Company_263,Cybersecurity,US,2024-04-04,organic,Pro,58,False,False,Pro,2842,34104,annual,False,False,True,False,True,6.0,44.333333333333336,116.83333333333333,3.5,1.0,2.0,44,456,3257.1136363636365,21,5,27,,,,758,retained
A-0baac2,Company_264,FinTech,DE,2024-05-30,organic,Enterprise,14,False,True,Enterprise,2786,33432,annual,False,False,False,False,True,6.0,43.5,89.0,4.333333333333333,0.0,1.0,21,202,3483.8571428571427,9,0,19,unknown,99.38000000000001,False,702,churned
A-bb1486,Company_265,HealthTech,US,2024-11-05,organic,Basic,41,False,False,Pro,3283,39396,annual,False,False,False,False,True,3.0,11.0,78.0,3.0,0.0,0.0,42,405,2832.0238095238096,36,5,24,budget,0.0,True,543,retained
A-560d27,Company_266,DevTools,US,2024-05-05,organic,Pro,23,False,False,Basic,0,0,annual,True,False,False,False,True,4.0,30.75,59.75,3.6666666666666665,0.0,0.0,59,587,3146.0338983050847,38,6,27,,,,727,retained
A-0b0d6d,Company_267,DevTools,US,2024-12-30,organic,Pro,3,False,False,Pro,147,1764,monthly,False,True,False,False,True,5.0,31.4,90.4,4.0,1.0,1.0,62,582,2619.532258064516,48,9,32,competitor,0.0,False,488,retained
A-2789e3,Company_268,FinTech,US,2024-09-14,partner,Enterprise,11,False,False,Pro,0,0,monthly,True,False,False,False,True,4.0,47.25,83.25,4.0,0.0,0.0,65,680,3167.3384615384616,45,6,33,,,,595,retained
A-b07346,Company_269,HealthTech,US,2024-10-10,partner,Pro,51,False,True,Enterprise,0,0,annual,True,False,False,False,True,3.0,42.333333333333336,76.66666666666667,3.5,0.0,1.0,33,326,3240.6969696969695,22,4,23,budget,0.0,False,569,churned
A-902ef7,Company_270,HealthTech,US,2024-09-03,other,Enterprise,83,False,True,Basic,1577,18924,annual,False,False,False,False,True,2.0,48.5,85.0,4.0,0.0,2.0,40,414,3646.95,24,5,31,pricing,0.0,False,606,churned
A-20736a,Company_271,EdTech,IN,2024-03-16,organic,Enterprise,50,False,False,Enterprise,9950,119400,annual,False,True,False,False,True,4.0,42.25,78.25,3.75,0.0,1.0,42,430,2581.1428571428573,22,5,22,competitor,64.98,False,777,retained
A-e4bf56,Company_272,HealthTech,IN,2024-10-28,ads,Pro,17,False,True,Enterprise,4378,52536,monthly,False,False,False,False,True,8.0,29.125,111.5,3.6666666666666665,0.0,5.0,33,339,3499.6363636363635,10,1,25,,,,551,churned
A-cea1f0,Company_273,FinTech,US,2024-04-07,event,Pro,8,False,True,Enterprise,1592,19104,annual,False,False,False,False,False,5.0,42.2,107.4,4.333333333333333,0.0,2.0,56,586,2878.3571428571427,28,9,28,,,,755,churned
A-ef84cf,Company_274,EdTech,US,2024-03-01,partner,Enterprise,8,False,False,Basic,152,1824,monthly,False,False,False,False,True,5.0,34.8,79.4,4.333333333333333,1.0,2.0,28,309,3586.4285714285716,11,3,21,support,18.81,True,792,retained
A-d49cc5,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50,False,False,Basic,950,11400,monthly,False,False,False,False,True,4.0,32.0,55.25,4.5,0.0,2.0,41,436,3486.170731707317,34,5,27,competitor,0.0,False,956,retained
A-67be94,Company_276,EdTech,US,2023-04-04,organic,Enterprise,26,False,False,Pro,1274,15288,monthly,False,True,False,False,True,5.0,38.6,51.0,4.0,0.0,1.0,42,416,3028.5,17,3,26,competitor,88.27,False,1124,retained
A-4e960a,Company_277,FinTech,US,2024-01-17,other,Enterprise,12,True,True,Basic,228,2736,monthly,False,False,False,False,True,6.0,29.166666666666668,83.16666666666667,4.0,0.0,3.0,49,512,3141.6938775510203,21,5,29,,,,836,churned
A-c37cab,Company_278,Cybersecurity,UK,2024-07-29,event,Pro,13,False,False,Basic,437,5244,annual,False,False,False,False,True,4.0,33.0,101.25,3.75,1.0,0.0,70,708,2904.4142857142856,40,14,32,pricing,4.03,False,642,retained
A-533452,Company_279,DevTools,AU,2024-11-12,organic,Pro,9,False,False,Basic,988,11856,annual,False,False,False,False,False,4.0,32.75,35.5,4.0,0.0,1.0,63,595,2741.6825396825398,44,10,32,features,147.54999999999998,True,536,retained
A-443b7c,Company_280,Cybersecurity,US,2024-09-06,other,Enterprise,1,False,True,Basic,152,1824,annual,False,False,False,False,True,8.0,29.25,49.0,4.4,0.0,4.0,63,618,3095.8571428571427,29,8,28,,,,603,churned
A-1f7acb,Company_281,FinTech,UK,2023-08-06,ads,Basic,64,True,False,Enterprise,12736,152832,annual,False,False,False,False,True,7.0,41.714285714285715,129.57142857142858,4.4,0.0,1.0,53,510,3095.622641509434,47,7,26,,,,1000,retained
A-f51f16,Company_282,HealthTech,US,2023-12-25,partner,Enterprise,1,False,False,Basic,38,456,annual,False,False,False,False,True,4.0,29.25,91.0,3.0,0.0,2.0,37,384,3948.4594594594596,28,3,25,competitor,0.0,False,859,retained
A-5a3eb9,Company_283,DevTools,CA,2023-08-20,other,Enterprise,18,True,False,Pro,882,10584,annual,False,False,False,True,True,3.0,24.0,83.0,,0.0,1.0,69,722,3143.1884057971015,34,7,34,pricing,58.37,False,986,retained
A-5f2961,Company_284,HealthTech,US,2024-11-22,partner,Basic,4,False,False,Basic,304,3648,annual,False,False,False,False,True,1.0,53.0,19.0,,0.0,0.0,36,348,2861.75,19,2,22,pricing,6.6,False,526,retained
A-417d2f,Company_285,Cybersecurity,IN,2023-07-04,partner,Pro,4,True,False,Pro,1617,19404,monthly,False,False,False,False,True,6.0,43.5,80.5,4.333333333333333,0.0,2.0,71,722,2907.056338028169,31,8,37,budget,0.0,False,1033,retained
A-e98302,Company_286,EdTech,US,2023-12-26,ads,Enterprise,16,True,False,Pro,2842,34104,annual,False,False,False,True,True,9.0,44.44444444444444,99.44444444444444,4.142857142857143,0.0,3.0,30,273,2958.366666666667,18,3,21,,,,858,retained
A-8bde0c,Company_287,DevTools,US,2024-11-04,organic,Basic,12,False,False,Enterprise,2388,28656,monthly,False,False,False,False,True,3.0,25.666666666666668,86.33333333333333,4.0,0.0,0.0,80,773,3011.35,43,6,34,features,0.0,False,544,retained
A-bcf87c,Company_288,FinTech,US,2024-06-27,event,Pro,10,False,True,Enterprise,3383,40596,monthly,False,False,False,False,True,2.0,63.0,49.5,4.0,0.0,0.0,54,503,2733.1481481481483,19,7,26,,,,674,churned
A-54ecc2,Company_289,Cybersecurity,US,2023-06-11,partner,Enterprise,4,False,False,Enterprise,5572,66864,monthly,False,False,False,False,True,5.0,37.4,72.0,5.0,0.0,0.0,56,607,3276.75,39,6,28,unknown,0.0,False,1056,retained
A-625d0b,Company_290,EdTech,AU,2024-09-02,ads,Basic,9,False,False,Enterprise,1791,21492,annual,False,False,False,False,True,5.0,48.4,72.4,3.0,0.0,2.0,54,529,2620.1666666666665,38,6,32,,,,607,retained
A-fce879,Company_291,EdTech,UK,2024-09-24,partner,Pro,10,True,True,Basic,399,4788,annual,False,False,False,False,True,2.0,28.0,61.5,4.0,0.0,1.0,27,299,3657.037037037037,14,1,25,features,0.0,False,585,churned
A-b07b56,Company_292,DevTools,US,2024-11-08,event,Pro,25,False,True,Basic,0,0,annual,True,False,False,False,True,4.0,31.25,93.75,3.0,0.0,2.0,64,633,2897.84375,39,9,32,budget,0.0,False,540,churned
A-6da850,Company_293,FinTech,IN,2023-10-07,organic,Pro,5,False,False,Basic,114,1368,annual,False,False,False,True,True,5.0,49.0,76.4,4.0,0.0,1.0,70,714,2662.4285714285716,54,8,30,competitor,0.0,False,938,retained
A-342303,Company_294,EdTech,US,2024-03-16,other,Pro,1,True,False,Enterprise,0,0,annual,True,False,False,False,True,3.0,29.333333333333332,71.33333333333333,4.5,0.0,0.0,15,141,1543.2666666666667,5,1,12,features,0.0,False,777,retained
A-e7a1e2,Company_295,Cybersecurity,US,2024-06-23,event,Enterprise,3,False,False,Enterprise,8756,105072,annual,False,False,False,False,True,1.0,45.0,37.0,4.0,0.0,0.0,68,703,3248.9411764705883,36,3,36,support,6.2,True,678,retained
A-f1f639,Company_296,EdTech,US,2023-02-26,ads,Basic,2,False,False,Enterprise,1791,21492,monthly,False,False,False,False,True,7.0,20.0,67.57142857142857,4.8,0.0,1.0,14,139,3078.3571428571427,10,4,12,budget,0.0,True,1161,retained
A-a865bd,Company_297,Cybersecurity,US,2023-09-19,organic,Pro,38,False,False,Pro,2744,32928,monthly,False,False,False,False,False,2.0,31.5,21.5,3.0,0.0,1.0,24,230,2505.0,13,3,19,unknown,0.0,False,956,retained
A-4e631b,Company_298,FinTech,US,2024-03-16,other,Enterprise,22,False,False,Basic,418,5016,annual,False,False,False,False,True,2.0,24.5,52.0,4.0,0.0,1.0,49,502,3156.4897959183672,29,4,32,,,,777,retained
A-7f6b86,Company_299,HealthTech,US,2023-08-24,partner,Basic,45,True,True,Basic,855,10260,annual,False,False,False,False,True,7.0,40.42857142857143,96.57142857142857,3.6666666666666665,0.0,1.0,41,420,3518.268292682927,14,3,27,pricing,5.27,False,982,churned
A-8adedc,Company_300,EdTech,US,2024-02-11,event,Basic,4,True,True,Pro,3332,39984,annual,False,False,False,False,True,4.0,49.25,56.75,4.0,0.0,0.0,61,583,2721.2622950819673,33,5,32,,,,811,churned
A-2edab2,Company_301,HealthTech,US,2023-11-17,event,Enterprise,17,False,False,Pro,833,9996,monthly,False,False,False,False,True,4.0,30.0,102.25,3.0,0.0,0.0,47,487,3421.3617021276596,26,5,28,unknown,168.73,False,897,retained
A-149a69,Company_302,DevTools,US,2024-10-17,event,Basic,34,False,False,Basic,646,7752,monthly,False,False,False,False,True,8.0,33.875,120.875,4.2,0.0,3.0,18,208,3327.4444444444443,9,1,18,pricing,0.0,False,562,retained
A-a6d261,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,False,Basic,247,2964,annual,False,True,False,False,True,4.0,40.0,63.25,4.666666666666667,1.0,0.0,63,627,3003.7301587301586,29,6,36,unknown,99.94,False,885,retained
A-443f6f,Company_304,Cybersecurity,US,2024-12-07,organic,Basic,19,False,False,Basic,361,4332,annual,False,True,False,False,True,4.0,28.0,122.25,4.666666666666667,0.0,1.0,56,527,2824.089285714286,28,4,31,,,,511,retained
A-202b67,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,Enterprise,5771,69252,monthly,False,False,False,False,True,4.0,36.75,90.5,4.666666666666667,0.0,2.0,46,447,2402.478260869565,40,5,29,pricing,78.87,False,771,retained
A-00bed1,Company_306,Cybersecurity,US,2023-11-14,ads,Basic,28,True,False,Enterprise,5572,66864,annual,False,False,False,False,False,4.0,31.75,106.25,4.0,0.0,2.0,51,514,2818.3137254901962,27,2,32,unknown,21.17,False,900,retained
A-ffc04f,Company_307,EdTech,US,2024-06-06,ads,Pro,13,False,False,Basic,247,2964,monthly,False,False,False,False,True,7.0,17.714285714285715,58.57142857142857,4.5,1.0,1.0,86,857,3224.9651162790697,64,7,37,unknown,0.0,False,695,retained
A-65c341,Company_308,FinTech,US,2023-12-26,ads,Pro,11,True,False,Pro,1911,22932,monthly,False,False,False,True,True,5.0,41.4,87.8,4.0,0.0,1.0,38,410,3870.2105263157896,18,4,25,unknown,0.0,False,858,retained
A-dcc2f0,Company_309,FinTech,UK,2023-07-22,organic,Basic,15,False,False,Basic,608,7296,annual,False,False,False,False,False,2.0,27.0,100.0,,0.0,1.0,76,833,3206.565789473684,26,8,35,features,0.0,False,1015,retained
A-ced9aa,Company_310,DevTools,US,2024-10-05,other,Enterprise,3,False,False,Pro,147,1764,annual,False,False,False,False,True,7.0,28.857142857142858,102.85714285714286,3.0,0.0,1.0,55,531,3035.818181818182,39,5,33,,,,574,retained
A-3d957b,Company_311,HealthTech,UK,2024-04-04,other,Pro,14,False,False,Enterprise,2786,33432,annual,False,False,False,False,False,3.0,41.333333333333336,79.33333333333333,3.0,0.0,1.0,15,143,2913.266666666667,13,3,13,budget,0.0,False,758,retained
A-89ee83,Company_312,Cybersecurity,US,2024-10-04,organic,Pro,1,False,True,Enterprise,3582,42984,monthly,False,False,False,False,True,5.0,21.8,66.2,4.0,1.0,2.0,59,565,2925.864406779661,26,6,28,,,,575,churned
A-883b7d,Company_313,Cybersecurity,IN,2024-03-28,other,Basic,17,False,False,Enterprise,9950,119400,annual,False,False,False,False,True,7.0,25.571428571428573,62.285714285714285,3.6,1.0,4.0,66,644,2871.4242424242425,40,7,35,,,,765,retained
A-dcc3f1,Company_314,HealthTech,US,2023-12-27,event,Pro,21,False,False,Basic,399,4788,annual,False,False,False,False,False,9.0,35.666666666666664,83.44444444444444,3.8,0.0,3.0,48,500,2874.125,32,6,31,features,0.0,False,857,retained
A-c62e55,Company_315,EdTech,US,2023-02-08,partner,Basic,1,True,False,Pro,686,8232,annual,False,False,False,False,True,4.0,27.5,101.25,4.0,0.0,2.0,32,337,2720.15625,13,6,24,,,,1179,retained
A-e4144b,Company_316,EdTech,UK,2024-10-22,other,Pro,41,False,False,Enterprise,8159,97908,annual,False,False,False,False,True,3.0,57.0,172.33333333333334,4.0,0.0,1.0,43,439,3102.2558139534885,21,5,26,,,,557,retained
A-e40f45,Company_317,HealthTech,US,2024-04-18,organic,Pro,21,False,False,Basic,399,4788,monthly,False,False,False,True,False,7.0,26.714285714285715,96.28571428571429,4.333333333333333,0.0,2.0,45,401,2732.311111111111,26,5,29,budget,101.23,False,744,retained
A-96215d,Company_318,FinTech,US,2024-08-08,event,Enterprise,10,False,False,Pro,490,5880,annual,False,False,False,False,False,1.0,25.0,115.0,3.0,0.0,1.0,32,347,3263.8125,21,5,20,,,,632,retained
A-2b9d3e,Company_319,EdTech,US,2023-06-04,partner,Enterprise,1,False,False,Enterprise,398,4776,monthly,False,False,False,False,True,3.0,34.666666666666664,79.33333333333333,5.0,0.0,1.0,45,444,3168.6444444444446,19,5,26,,,,1063,retained
A-b7724f,Company_320,HealthTech,UK,2023-03-28,organic,Basic,1,False,False,Basic,551,6612,monthly,False,False,False,False,True,3.0,28.666666666666668,92.0,3.0,0.0,1.0,38,380,2453.9736842105262,16,2,28,competitor,242.55,True,1131,retained
A-310452,Company_321,DevTools,FR,2024-12-25,other,Enterprise,9,False,False,Pro,441,5292,annual,False,False,False,False,True,5.0,34.2,113.6,3.6,0.0,1.0,25,268,2623.24,16,4,20,budget,0.0,False,493,retained
A-eb1312,Company_322,FinTech,US,2024-09-16,partner,Pro,25,False,False,Basic,475,5700,annual,False,False,False,False,True,1.0,68.0,117.0,5.0,0.0,0.0,65,663,2893.0307692307692,38,4,31,unknown,0.0,False,593,retained
A-df1e44,Company_323,Cybersecurity,UK,2024-02-23,organic,Enterprise,12,False,False,Pro,588,7056,monthly,False,False,False,False,True,2.0,53.0,109.5,5.0,0.0,0.0,42,420,2915.0476190476193,14,5,25,budget,0.0,False,799,retained
A-6a7c9d,Company_324,Cybersecurity,US,2024-10-24,organic,Enterprise,26,False,True,Pro,1274,15288,annual,False,False,False,False,True,3.0,34.333333333333336,60.0,4.0,0.0,0.0,19,189,3421.3684210526317,6,1,15,support,178.84,False,555,churned
A-cbd1a3,Company_325,DevTools,US,2024-11-25,other,Basic,6,False,True,Basic,380,4560,annual,False,False,False,False,True,4.0,34.5,81.75,4.0,0.0,1.0,45,465,2862.4222222222224,32,3,29,,,,523,churned
A-a8d89d,Company_326,EdTech,US,2023-12-08,ads,Pro,13,False,False,Basic,323,3876,annual,False,False,False,False,True,2.0,44.5,139.0,5.0,0.0,0.0,54,551,3166.037037037037,26,5,32,features,0.0,False,876,retained
A-600734,Company_327,DevTools,US,2023-11-14,organic,Pro,29,True,True,Pro,1764,21168,monthly,False,False,False,False,True,7.0,52.57142857142857,89.42857142857143,3.6666666666666665,1.0,3.0,69,660,2754.7246376811595,30,11,33,,,,900,churned
A-86fc1d,Company_328,DevTools,UK,2024-07-26,partner,Basic,26,False,False,Basic,0,0,monthly,True,False,False,False,True,5.0,27.0,59.2,4.0,0.0,3.0,37,363,3002.9189189189187,26,3,26,support,0.0,False,645,retained
A-78f02b,Company_329,HealthTech,US,2024-11-17,event,Enterprise,11,False,False,Pro,539,6468,annual,False,True,False,False,True,4.0,45.75,55.0,4.0,0.0,0.0,20,211,3117.45,16,3,17,unknown,0.0,False,531,retained
A-acb7f7,Company_330,EdTech,US,2024-01-06,ads,Basic,32,False,False,Basic,608,7296,annual,False,False,False,False,True,3.0,41.0,91.0,3.5,0.0,1.0,62,612,2848.8387096774195,36,10,33,competitor,0.0,False,847,retained
A-712f1c,Company_331,DevTools,US,2023-12-16,ads,Basic,17,False,True,Pro,833,9996,annual,False,False,False,False,True,6.0,41.666666666666664,88.83333333333333,4.0,0.0,2.0,68,631,2666.205882352941,34,5,32,budget,68.99,False,868,churned
A-3793ee,Company_332,Cybersecurity,CA,2023-03-21,organic,Enterprise,49,True,False,Enterprise,9751,117012,monthly,False,False,False,False,False,4.0,43.75,100.25,4.0,0.0,0.0,38,352,2562.657894736842,11,1,25,unknown,0.0,False,1138,retained
A-9a532a,Company_333,HealthTech,US,2024-07-06,partner,Enterprise,11,False,False,Enterprise,2189,26268,monthly,False,False,False,False,True,2.0,57.5,128.5,,0.0,0.0,18,185,4199.722222222223,15,4,16,,,,665,retained
A-2ebb4b,Company_334,HealthTech,US,2023-05-15,ads,Basic,41,False,False,Pro,2009,24108,monthly,False,False,False,False,True,2.0,43.5,136.5,3.0,0.0,0.0,50,488,2870.04,33,7,27,features,0.0,True,1083,retained
A-6843f2,Company_335,HealthTech,CA,2024-12-10,ads,Enterprise,21,False,False,Pro,1127,13524,annual,False,False,False,False,True,2.0,36.5,78.0,3.0,0.0,0.0,46,481,2748.3478260869565,17,3,24,,,,508,retained
A-c9bb3e,Company_336,EdTech,US,2024-03-24,ads,Pro,5,False,False,Basic,190,2280,monthly,False,False,False,False,True,7.0,27.714285714285715,86.14285714285714,4.2,1.0,2.0,46,474,3720.717391304348,20,2,27,pricing,0.0,False,769,retained
